area,eccentricity,extent,solidity,major_axis_length,mean_magnitude,std_magnitude,low_freq_magnitude,high_freq_magnitude,filename,label
-0.961415465219775,1.2584753141039584,-0.8433462237075663,0.1359618353494159,-0.5973063187739208,-0.6750687427085327,-0.7898589506715267,-0.8970210015927284,-1.099034013789585,callo_1.png,smaller
-0.3604194178678309,1.265947761388351,-1.740918909151511,-1.7051509794930295,0.51006380754176,-0.3326739761010229,0.4214569257162274,-0.0876398620464269,0.1287361269426135,callo_10.png,smaller
-1.007074831386723,0.2808640076010167,1.1206474701851918,1.2691970361133462,-1.0514165198615892,-0.7262026083401179,-1.157137735652821,-0.8824152886921012,-0.8765477824861744,callo_100.png,smaller
-0.7913992887607322,0.6027864066450499,1.1844751436407996,0.913220606183154,-0.6903354681900701,-0.6248060874618486,-0.8168657126964717,-0.4905064133254251,-0.4906175992443818,callo_101.png,smaller
-1.4499335617702125,-0.8178318379708256,1.002833894114931,1.210663890476185,-1.792010110209688,-1.3174483555266483,-1.6443625310897252,-1.4289064772451747,-1.326236592156915,callo_102.png,smaller
-1.0954238488479724,-0.6420027630311492,0.3525239488784471,0.7434363960119502,-1.278835296687316,-0.9808587317817556,-1.1630690809135078,-1.0742893708031327,-0.9970535699289892,callo_103.png,smaller
-0.4521093645608082,-0.8646168785014147,0.5647539046012473,0.6255378432402211,-0.5902276692647069,-0.624484939264711,-0.4430708065386379,-0.5523736503744144,-0.627475506133345,callo_104.png,smaller
-1.0089309031821276,0.9396609052573326,0.3888766787363871,0.4262081787277619,-0.8075337772046334,-1.4093716023825216,-0.9986032109659172,-1.5021942899717684,-1.4066701510627404,callo_105.png,smaller
-1.0738934160212814,0.3145866726872923,0.8686059616459795,1.0876078744948383,-1.1283506683970277,-1.1699969532093288,-1.1724621349908395,-1.272555773326914,-1.3681862697960148,callo_106.png,smaller
-1.0029914734368337,0.3803763622823731,1.4584579152865995,0.6488509822098332,-1.0113025779337304,-0.797694191100185,-1.208506880034623,-0.9847710594474692,-1.085663434186232,callo_107.png,smaller
-0.643655973846542,0.0600915933563068,0.0052159453199442,0.6017592642883794,-0.6352815621212284,-0.8048000383295317,-0.493518943212719,-0.9747677310126064,-0.8487515797772043,callo_108.png,smaller
-1.1852577237455453,-0.9535135969264872,0.5400728604749563,0.4505430065628118,-1.381187346591091,-1.347752130382026,-1.2417412278307551,-1.3006951757857914,-1.3216865249248366,callo_109.png,smaller
-1.26321273915253,-0.8409672787226304,0.9047916832859412,0.8989965155889814,-1.511599478794749,-1.0056444828548237,-1.466365598080605,-1.0943708081437613,-1.0795099131243855,callo_11.png,smaller
-0.4569351512288596,-0.1546804217322523,-0.2594392349045123,0.4776673948991501,-0.5217462271884994,-0.513660773826754,-0.0679138080066907,-0.3615635012577167,-0.2474798481407132,callo_110.png,smaller
-0.7145579164309901,0.9644515380292584,0.5053097879957295,1.0701429960584967,-0.5191483499042416,-0.3076476717440903,-0.6629483865091386,-0.3608838789020073,-0.3728212475806973,callo_111.png,smaller
0.1024848879060258,0.6270311470494884,-0.6901077118510646,-0.0948535368683167,0.264084881248072,-0.3018867477834956,0.3707124390339256,-0.243322057503002,-0.2376290226693427,callo_112.png,smaller
-0.9810898262510616,-1.212414628508987,0.6900632372239743,0.6448031818568377,-1.1603977892942112,-1.0329212823290943,-1.069101946510742,-1.0518468604862046,-1.0737565341907316,callo_113.png,smaller
-1.198621440672457,0.6429625668844453,0.2460876910877532,0.8963593114252316,-1.183838940988979,-1.0373912239414738,-1.2849347105420494,-0.6790868370326751,-0.7808110506468893,callo_114.png,smaller
-0.9402562467521648,-0.7477524323595628,1.039903536875313,0.94042372647405,-1.1089421173986398,-0.9051041855755616,-1.1588977648628571,-0.9211314594830528,-1.02406134705171,callo_115.png,smaller
-0.4439426486610288,-0.4573431366500343,0.6577978300601655,0.7870345112339042,-0.5825626441991495,-0.0545514919681873,-0.5330984531757204,0.0262057316619274,-0.1195584527793223,callo_116.png,smaller
-0.5033369461139696,-1.8011158371571552,-0.4177134177627263,0.4641357700319954,-0.7350596360457354,-0.5920712820801891,-0.2875121835264751,-0.730270755184154,-0.7373183269675554,callo_117.png,smaller
-0.7709824990112838,0.4128162932530297,1.397527698076258,1.2419728621787234,-0.7498040823361944,-0.9193796450340018,-1.1047896430473672,-0.668812388449143,-0.6969484892893824,callo_118.png,smaller
-1.5033884294778592,0.1575124498254734,-0.3375705210981373,0.2782581757254629,-1.7403176016932291,-1.873130891919768,-1.5620215423769868,-1.821423791347495,-1.7949000506568782,callo_119.png,smaller
-1.2338868047851406,-1.1973211623947435,1.4978772909359466,1.014996045331215,-1.5028927222782913,-0.9106324698079928,-1.469768260328243,-1.0017931748669564,-0.9451394043518876,callo_12.png,smaller
-0.2130473173127217,0.9418834243535598,-0.4905094505879099,0.2891828328470445,0.0592779167409808,-0.2276214686485126,-0.1047591668013985,-0.0614780364810163,-0.2230584827671511,callo_120.png,smaller
0.0705604530250702,1.6595431515039625,-1.2537336937519976,-0.3710401507439721,1.0288209261137005,-0.0343092781909466,0.4693766477138947,-0.0980284478303358,-0.2786474188503574,callo_121.png,smaller
-1.0809464888438185,-1.922791447709722,0.0598554119387599,0.2833087597327163,-1.3183306361287197,-1.3301111659248042,-1.1186617440067348,-1.4587934910977411,-1.4293263600280135,callo_122.png,smaller
-0.687088053859005,0.175841573246546,1.98781456658212,0.8547477252481609,-0.6868016884698508,-0.6852133314874135,-1.2106278188121424,-0.6146659144116712,-0.6587844792370736,callo_123.png,smaller
-0.1517969480643766,-0.7650072893939833,0.2450722562049152,0.4804607203785377,-0.3948664383309489,-0.5140258750938269,-0.2327985737547936,-0.4268076455168588,-0.425469204921822,callo_124.png,smaller
-0.6637015492369096,0.0807455590225272,-1.353203159946074,-1.1727207717216934,-0.4321940581589511,-0.4517520239163338,-0.1616444313598377,-0.4232969326229206,-0.3181247935411085,callo_125.png,smaller
