contrast,homogeneity,energy,correlation,dissimilarity,mean_magnitude,std_magnitude,low_freq_magnitude,high_freq_magnitude,filename,label
-0.1179695366258882,0.5738947559501559,1.6154413568357704,0.2614390249070039,-0.2650369042789389,-0.6750687427085327,-0.7898589506715267,-0.8970210015927284,-1.099034013789585,callo_1.png,smaller
-0.689035054988116,1.1116605702188074,1.8269632707233288,-0.0493379077859871,-0.8620730970073034,-0.3326739761010229,0.4214569257162274,-0.0876398620464269,0.1287361269426135,callo_10.png,smaller
0.7230272798333973,-0.5281802456478023,-0.4240143394027957,-0.9196360815487108,0.7074834040644163,-0.7262026083401179,-1.157137735652821,-0.8824152886921012,-0.8765477824861744,callo_100.png,smaller
0.1252263923332352,-0.5170804279618131,-0.8091880801778822,-0.678185881859936,0.3370289031415368,-0.6248060874618486,-0.8168657126964717,-0.4905064133254251,-0.4906175992443818,callo_101.png,smaller
1.3049866332045248,-1.7182356146658515,-0.7162442756237216,-1.8265867225511776,1.643434851660718,-1.3174483555266483,-1.6443625310897252,-1.4289064772451747,-1.326236592156915,callo_102.png,smaller
0.2853772092187401,-0.7614082393397382,-1.4086471615845753,-0.3131278522212984,0.6099760285051424,-0.9808587317817556,-1.1630690809135078,-1.0742893708031327,-0.9970535699289892,callo_103.png,smaller
-0.4222095169816546,0.5654882462428509,-0.2799047727993408,0.1442812782608355,-0.4517924309824713,-0.624484939264711,-0.4430708065386379,-0.5523736503744144,-0.627475506133345,callo_104.png,smaller
-0.9681599387238644,-0.641720037262855,-0.0924736463610042,0.1359624907184989,-0.3329571405627693,-1.4093716023825216,-0.9986032109659172,-1.5021942899717684,-1.4066701510627404,callo_105.png,smaller
-0.0973063341297525,-0.6607688683754896,-0.523747280046121,-0.6482335546603826,0.3191603545628216,-1.1699969532093288,-1.1724621349908395,-1.272555773326914,-1.3681862697960148,callo_106.png,smaller
0.7462770623110035,-1.4536206730313768,0.1418546840071957,-1.4368800746530277,1.1765158291906817,-0.797694191100185,-1.208506880034623,-0.9847710594474692,-1.085663434186232,callo_107.png,smaller
-0.8847202196354221,0.4497236584562896,0.0565923661706878,0.7918749615502205,-0.7334416564806513,-0.8048000383295317,-0.493518943212719,-0.9747677310126064,-0.8487515797772043,callo_108.png,smaller
-0.2412311068383489,-0.5872526504858268,-0.0150437696879075,-0.4084193688723419,0.2850314223328909,-1.347752130382026,-1.2417412278307551,-1.3006951757857914,-1.3216865249248366,callo_109.png,smaller
1.43901851166948,-0.2629078311102664,0.5314554392466487,-2.017095627659077,1.0461055108285602,-1.0056444828548237,-1.466365598080605,-1.0943708081437613,-1.0795099131243855,callo_11.png,smaller
-0.4436277238617335,-0.4148710448553641,-0.0688224985938978,0.2059008768907129,-0.0291425713599541,-0.513660773826754,-0.0679138080066907,-0.3615635012577167,-0.2474798481407132,callo_110.png,smaller
1.051822217385222,0.0062663396550187,0.5788927387264874,-0.9277042411406132,0.6385688759053628,-0.3076476717440903,-0.6629483865091386,-0.3608838789020073,-0.3728212475806973,callo_111.png,smaller
-1.001551445854845,1.159684676835352,0.9758454193832614,1.0245130870095231,-1.1230859405177804,-0.3018867477834956,0.3707124390339256,-0.243322057503002,-0.2376290226693427,callo_112.png,smaller
-0.0726044580411294,0.1931272704661281,0.2708895873753362,-0.0379748736788863,0.0022996818196257,-1.0329212823290943,-1.069101946510742,-1.0518468604862046,-1.0737565341907316,callo_113.png,smaller
0.580265660400893,-1.184158274238762,-0.03979109038354,-0.5818607722009494,1.0294319322191905,-1.0373912239414738,-1.2849347105420494,-0.6790868370326751,-0.7808110506468893,callo_114.png,smaller
0.3063748718084432,-1.1547138676599706,-0.7289818343929501,-0.580780847661221,0.8156506549279157,-0.9051041855755616,-1.1588977648628571,-0.9211314594830528,-1.02406134705171,callo_115.png,smaller
0.6338764457997038,-0.249879399211836,0.0651752650881882,-0.493630697938917,0.4949045255819345,-0.0545514919681873,-0.5330984531757204,0.0262057316619274,-0.1195584527793223,callo_116.png,smaller
-0.4682612255675508,0.2819553716474177,-0.7398899915432887,0.6727484411443442,-0.346892554983539,-0.5920712820801891,-0.2875121835264751,-0.730270755184154,-0.7373183269675554,callo_117.png,smaller
-0.3097494767549703,0.2509852449279559,1.9624835127926223,-0.1206254985645181,-0.2440030528848867,-0.9193796450340018,-1.1047896430473672,-0.668812388449143,-0.6969484892893824,callo_118.png,smaller
-0.4378691464572142,-0.7728364736621779,-0.5523706705284045,-0.914713588229172,0.1774123024282132,-1.873130891919768,-1.5620215423769868,-1.821423791347495,-1.7949000506568782,callo_119.png,smaller
1.6752331117577168,-1.1820905243151822,0.2412414341208218,-1.6875451215878858,1.597416892565571,-0.9106324698079928,-1.469768260328243,-1.0017931748669564,-0.9451394043518876,callo_12.png,smaller
