mean_magnitude,std_magnitude,low_freq_magnitude,high_freq_magnitude,filename,label
0.32121476568487384,0.2918372949132084,0.27423989161981727,0.23490569274319534,callo_1.png,smaller
0.38291850406900807,0.5184566395169964,0.42625846734736167,0.43451157429247084,callo_10.png,smaller
0.31199981564704926,0.2231248482576402,0.276983147626355,0.27107660035739173,callo_100.png,smaller
0.3302727129209322,0.28678472784192177,0.3505917680120758,0.3338195616713973,callo_101.png,smaller
0.20545007697376694,0.13197227115620622,0.1743407606564043,0.19796802058394775,callo_102.png,smaller
0.26610765738058595,0.2220151809926457,0.24094521289278897,0.251485259000965,callo_103.png,smaller
0.3303305877667865,0.35671624471622587,0.3389718169150467,0.3115697591674295,callo_104.png,smaller
0.18888437992292129,0.25278432088732006,0.16057578842696874,0.1848914593458904,callo_105.png,smaller
0.23202262901102128,0.22025787903670943,0.20370666772087614,0.19114801241786966,callo_106.png,smaller
0.2991161551781626,0.2135144385704689,0.2577586096090147,0.237079427255879,callo_107.png,smaller
0.29783559431334117,0.3472781419947002,0.2596374422959922,0.2755955940691443,callo_108.png,smaller
0.19998896489470486,0.20729678200152044,0.1984215039400391,0.1987077520294656,callo_109.png,smaller
0.26164096089740047,0.1652728734898445,0.23717350219442068,0.23807984171085944,callo_11.png,smaller
0.3503024622746187,0.4269025889952792,0.37480992295164206,0.37334790947599,callo_110.png,smaller
0.38742855120571573,0.3155803906939253,0.37493757013477935,0.35297041396618917,callo_111.png,smaller
0.3884667403942874,0.508963094077394,0.3970181200460741,0.3749494166612261,callo_112.png,smaller
0.25672534692527976,0.2395950466806557,0.24516038209730312,0.2390152026842532,callo_113.png,smaller
0.2559198085971815,0.1992159180964104,0.3151724506826126,0.2866410892804005,callo_114.png,smaller
0.2797595561722343,0.22279557273683107,0.26971144724479684,0.24709444431797228,callo_115.png,smaller
0.433039588481931,0.33987339911763814,0.4476410325725681,0.39414485024121854,callo_116.png,smaller
0.3361719265314044,0.3858189700099869,0.3055590485938209,0.293711959602931,callo_117.png,smaller
0.27718694320719267,0.23291840472689337,0.317102205360279,0.30027512380640914,callo_118.png,smaller
0.10530926527281742,0.14737705636529183,0.10061786284872386,0.1217746194901333,callo_119.png,smaller
0.27876329151734236,0.16463628554156526,0.2545615030599409,0.25992525313433973,callo_12.png,smaller
0.40185025498527593,0.42000936549799617,0.4311722011454034,0.37731823584434404,callo_120.png,smaller
0.43668748379178646,0.5274217131236357,0.42430727533468576,0.36828081245118555,callo_121.png,smaller
0.20316808315780605,0.23032313912444438,0.1687273591862844,0.1812081049352831,callo_122.png,smaller
0.3193865863051807,0.21311764218971016,0.32727203692870294,0.3064796735158552,callo_123.png,smaller
0.3502366665462249,0.396055079871224,0.3625557185969459,0.34441112294891724,callo_124.png,smaller
0.3614591786754283,0.4093669710382707,0.36321510333900203,0.3618627412544882,callo_125.png,smaller
0.08182402080598095,0.0266289323363664,0.09876474996402378,0.05867061924858963,callo_126.png,smaller
0.19328817767919826,0.21477947319611337,0.22895050532730643,0.23234236672762415,callo_127.png,smaller
0.1312128057059147,0.1333490729982598,0.13598715749861234,0.13249957182892963,callo_128.png,smaller
0.37332691626312453,0.40719005183998946,0.38638285030243746,0.32978157377129486,callo_129.png,smaller
0.3175761722979833,0.2770998369332095,0.32983949984734845,0.3052252408817892,callo_13.png,smaller
0.1498938495883016,0.19799151750497349,0.15845406204970103,0.15835795072578124,callo_130.png,smaller
0.2560190176681653,0.3257002851083892,0.24078123335335155,0.237590274107299,callo_131.png,smaller
0.24031625258210626,0.3031009071576577,0.22554981327847806,0.23890235070535665,callo_132.png,smaller
0.33713387504954195,0.37772135369782656,0.3336416548613491,0.3062807401320747,callo_133.png,smaller
0.19189897251781174,0.2595444239646608,0.17035337122275318,0.19488341847694074,callo_134.png,smaller
0.0,0.0,0.0,0.0,callo_135.png,smaller
0.2070445884899783,0.22442052187494113,0.24075925800253684,0.23497943984494768,callo_136.png,smaller
0.33721146872207997,0.34730730741515436,0.3834301095925576,0.35550002546221965,callo_137.png,smaller
0.19062224174024167,0.27656518904342997,0.2194843914091404,0.228466340328005,callo_138.png,smaller
0.3905033032151395,0.32192724391785343,0.3822805740161866,0.347334331206499,callo_139.png,smaller
0.32115702494233767,0.23919680662299922,0.3677738696848063,0.33760042644189653,callo_14.png,smaller
0.3256234980132011,0.44134877373254655,0.37841584007513424,0.3554744667353555,callo_140.png,smaller
