area,eccentricity,extent,solidity,major_axis_length,mean_magnitude,std_magnitude,low_freq_magnitude,high_freq_magnitude,filename,label
0.1640316205533597,0.8400833167142572,0.4485920330905495,0.7493545709404097,0.358291529706177,0.3212147656848738,0.2918372949132084,0.2742398916198172,0.2349056927431953,callo_1.png,smaller
0.2973484848484848,0.841452205121068,0.3019517262314672,0.4412380778070408,0.5924515807255891,0.382918504069008,0.5184566395169964,0.4262584673473616,0.4345115742924708,callo_10.png,smaller
0.153903162055336,0.6609932899924689,0.769458122948542,0.9390053371182288,0.2622672056539217,0.3119998156470492,0.2231248482576402,0.276983147626355,0.2710766003573917,callo_100.png,smaller
0.2017457180500659,0.7199667190676415,0.7798859242546861,0.8794314705175483,0.3386199584258009,0.3302727129209322,0.2867847278419217,0.3505917680120758,0.3338195616713973,callo_101.png,smaller
0.05566534914361,0.4597216117357616,0.7502104127326679,0.9292096160627918,0.1056642517007248,0.2054500769737669,0.1319722711562062,0.1743407606564043,0.1979680205839477,callo_102.png,smaller
0.1343050065876153,0.491931993837474,0.6439664823307256,0.8510175053299522,0.2141781420980355,0.2661076573805859,0.2220151809926457,0.2409452128927889,0.251485259000965,callo_103.png,smaller
0.2770092226613966,0.4511509926123238,0.6786394022363575,0.8312867814260871,0.3597883525758176,0.3303305877667865,0.3567162447162258,0.3389718169150467,0.3115697591674295,callo_104.png,smaller
0.1534914361001317,0.7816792448506902,0.649905584030213,0.7979282839391824,0.3138376734733029,0.1888843799229212,0.25278432088732,0.1605757884269687,0.1848914593458904,callo_105.png,smaller
0.1390810276679842,0.6671709936986943,0.7282810185727155,0.9086157731448168,0.2459990187865999,0.2320226290110212,0.2202578790367094,0.2037066677208761,0.1911480124178696,callo_106.png,smaller
0.1548089591567852,0.6792231019233301,0.8246476670748457,0.8351883145452634,0.270749539125991,0.2991161551781626,0.2135144385704689,0.2577586096090147,0.237079427255879,callo_107.png,smaller
0.2345191040843214,0.6205496726738919,0.5872252812643806,0.8273073553424315,0.3502614368687754,0.2978355943133411,0.3472781419947002,0.2596374422959922,0.2755955940691443,callo_108.png,smaller
0.1143774703557312,0.434865874414197,0.674607153992872,0.8020008001658328,0.1925351876261201,0.1999889648947048,0.2072967820015204,0.1984215039400391,0.1987077520294656,callo_109.png,smaller
0.0970849802371541,0.4554833969412925,0.7341928354219289,0.8770510205654563,0.1649587605538465,0.2616409608974004,0.1652728734898445,0.2371735021944206,0.2380798417108594,callo_11.png,smaller
0.2759387351778656,0.5812052771401577,0.5439874271392133,0.8065401588326158,0.3742691639950308,0.3503024622746187,0.4269025889952792,0.374809922951642,0.37334790947599,callo_110.png,smaller
0.2187911725955204,0.7862206766611057,0.6689277614507549,0.905692966321995,0.3748185007190112,0.3874285512057157,0.3155803906939253,0.3749375701347793,0.3529704139661891,callo_111.png,smaller
0.4000329380764164,0.724408148067093,0.4736272673013055,0.7107268331528764,0.5404378623112543,0.3884667403942874,0.508963094077394,0.3970181200460741,0.3749494166612261,callo_112.png,smaller
0.159667325428195,0.3874374206350887,0.6991117264125493,0.8345109013853449,0.2392224629756924,0.2567253469252797,0.2395950466806557,0.2451603820973031,0.2390152026842532,callo_113.png,smaller
0.1114130434782608,0.727326647868578,0.6265775334951893,0.8766096754767356,0.2342656909386293,0.2559198085971815,0.1992159180964104,0.3151724506826126,0.2866410892804005,callo_114.png,smaller
0.1687252964426877,0.4725595592309304,0.7562666395738962,0.8839840052447772,0.2501030732341548,0.2797595561722343,0.222795572736831,0.2697114472447968,0.2470944443179722,callo_115.png,smaller
0.2788208168642951,0.5257600574073686,0.6938403881865047,0.8583137982355897,0.3614091680717057,0.433039588481931,0.3398733991176381,0.4476410325725681,0.3941448502412185,callo_116.png,smaller
0.2656455862977602,0.2795923962510214,0.518129493716563,0.8042755953757474,0.3291627650466309,0.3361719265314044,0.3858189700099869,0.3055590485938209,0.293711959602931,callo_117.png,smaller
0.2062747035573122,0.6851658197148929,0.8146932356470491,0.9344492789920968,0.3260449634971942,0.2771869432071926,0.2329184047268933,0.317102205360279,0.3002751238064091,callo_118.png,smaller
0.0438076416337286,0.6383963400275394,0.5312227831515666,0.7731683476025051,0.1165949424823224,0.1053092652728174,0.1473770563652918,0.1006178628487238,0.1217746194901333,callo_119.png,smaller
0.1035902503293807,0.3902024144846316,0.8310877798759104,0.8964639365047522,0.1667998564093853,0.2787632915173423,0.1646362855415652,0.2545615030599409,0.2599252531343397,callo_12.png,smaller
0.3300395256916996,0.7820863913328202,0.5062364929994914,0.7749966261381005,0.497130202010113,0.4018502549852759,0.4200093654979961,0.4311722011454034,0.377318235844344,callo_120.png,smaller
0.3929512516469038,0.9135555129127167,0.3815452685060492,0.6645060637183706,0.7021458829871443,0.4366874837917864,0.5274217131236357,0.4243072753346857,0.3682808124511855,callo_121.png,smaller
0.1375164690382082,0.2573024654776158,0.5961519657341032,0.77401358001849,0.2058266158297608,0.203168083157806,0.2303231391244443,0.1687273591862844,0.1812081049352831,callo_122.png,smaller
0.2248847167325428,0.6417540786107898,0.9111309380597216,0.8696458349650431,0.3393671973298618,0.3193865863051807,0.2131176421897101,0.3272720369287029,0.3064796735158552,callo_123.png,smaller
0.3436264822134388,0.4693986170580856,0.6264116375346396,0.8070076313546417,0.4010986558931595,0.3502366665462249,0.396055079871224,0.3625557185969459,0.3444111229489172,callo_124.png,smaller
0.2300724637681159,0.6243333024646582,0.3652945143528143,0.5303420844351268,0.3932055069309068,0.3614591786754283,0.4093669710382707,0.363215103339002,0.3618627412544882,callo_125.png,smaller
0.0036231884057971,0.6068520131628163,0.7536125648173126,0.844956263979759,0.0237236685586729,0.0818240208059809,0.0266289323363664,0.0987647499640237,0.0586706192485896,callo_126.png,smaller
0.1128129117259552,0.7556032578233987,0.6433646378769815,0.8675233981610451,0.2402743927221442,0.1932881776791982,0.2147794731961133,0.2289505053273064,0.2323423667276241,callo_127.png,smaller
0.086133069828722,0.4741812258538418,0.8272161514853604,0.8786524856093156,0.1514472927644271,0.1312128057059147,0.1333490729982598,0.1359871574986123,0.1324995718289296,callo_128.png,smaller
0.4269598155467721,0.6882025033351811,0.7215391937539226,0.7780675737399543,0.5419664552590603,0.3733269162631245,0.4071900518399894,0.3863828503024374,0.3297815737712948,callo_129.png,smaller
0.1834650856389987,0.2765862512787887,0.6417232150718202,0.8942356138489329,0.2437073687329435,0.3175761722979833,0.2770998369332095,0.3298394998473484,0.3052252408817892,callo_13.png,smaller
0.1141304347826087,0.4857481825170361,0.6960039700515597,0.9071382661060604,0.1877444270505112,0.1498938495883016,0.1979915175049734,0.158454062049701,0.1583579507257812,callo_130.png,smaller
0.2131916996047431,0.6370833785011654,0.5166561039291881,0.7720161620915107,0.3412841525129572,0.2560190176681653,0.3257002851083892,0.2407812333533515,0.237590274107299,callo_131.png,smaller
0.1777832674571805,0.8516981235371586,0.521743759449439,0.6942207624819168,0.3955992283016037,0.2403162525821062,0.3031009071576577,0.225549813278478,0.2389023507053566,callo_132.png,smaller
0.3278985507246377,0.5174114613255203,0.6888489030809091,0.8253101092506583,0.416067085220408,0.3371338750495419,0.3777213536978265,0.3336416548613491,0.3062807401320747,callo_133.png,smaller
0.2021574440052701,0.4841576062537281,0.7794509094063542,0.8913881666101946,0.285438782696404,0.1918989725178117,0.2595444239646608,0.1703533712227531,0.1948834184769407,callo_134.png,smaller
0.0,0.4688085086002677,0.9930536822228218,1.0,0.0,0.0,0.0,0.0,0.0,callo_135.png,smaller
0.1259881422924901,0.340652480150269,0.5941997239340104,0.8319492819690895,0.1961692055247709,0.2070445884899783,0.2244205218749411,0.2407592580025368,0.2349794398449476,callo_136.png,smaller
0.3134057971014493,0.4956058036832814,0.7144397652454595,0.8524121888648089,0.3869120572228229,0.3372114687220799,0.3473073074151543,0.3834301095925576,0.3555000254622196,callo_137.png,smaller
0.1667490118577075,0.6928175901796401,0.6299678747002588,0.8197876430114541,0.2961323400150815,0.1906222417402416,0.2765651890434299,0.2194843914091404,0.228466340328005,callo_138.png,smaller
0.3385210803689065,0.7768696750209241,0.7498893297553579,0.7500120090836022,0.4902783280642183,0.3905033032151395,0.3219272439178534,0.3822805740161866,0.347334331206499,callo_139.png,smaller
0.143362977602108,0.7496612696085085,0.5857152929347427,0.908640869624372,0.2822165790273803,0.3211570249423376,0.2391968066229992,0.3677738696848063,0.3376004264418965,callo_14.png,smaller
0.334568511198946,0.8325669396861586,0.5059343570387211,0.8305699798540311,0.5302453017183429,0.3256234980132011,0.4413487737325465,0.3784158400751342,0.3554744667353555,callo_140.png,smaller
0.1888175230566535,0.8317480461091096,0.7612115336021825,0.8822012751945234,0.3696339039041152,0.2655937661031025,0.2583728374505777,0.2423291219550532,0.2516223348330591,callo_141.png,smaller
0.3159584980237154,0.843156746595308,0.5533407953488558,0.7502990923095851,0.5268231219954858,0.2891653356493681,0.4084684865128928,0.3045492402454162,0.2899663643090547,callo_142.png,smaller
